case_id,lung_airway,cardiomediastinal,hepatosplenic,renal_adrenal,bowel_pancreas,pelvic_urinary,axial_bone,appendicular_muscle
gap_cb846053b7748d7de9,,7232 6 7241 5 7359 7 7369 7 7490 15 7618 15 7747 13 7875 13 8003 6 8010 5 8122 3 8132 3 8252 1,5612 1 5740 3 5868 4 5996 5 6124 6 6252 7 6381 6 6509 6 6637 7 6683 1 6765 7 6810 3 6893 8 6936 10 7021 8 7064 9 7074 1 7149 8 7193 9 7277 8 7321 9 7404 9 7450 8 7532 9 7579 8 7660 9 7707 7 7787 10 7835 7 7915 10 7961 1 7963 7 8043 10 8090 8 8172 9 8219 6 8301 8 8347 4 8429 7 8557 7 8593 2 8685 7 8814 6 8851 1 8942 5 8981 1 9072 2 9109 2 9368 1 9496 3 9626 3,7515 3 7640 8 7768 10 7896 11 7987 2 8024 12 8114 3 8152 13 8241 4 8280 14 8366 7 8405 18 8494 6 8533 19 8622 6 8661 20 8750 5 8789 21 8878 5 8917 21 9006 5 9045 21 9134 6 9173 21 9262 6 9301 21 9391 5 9430 20 9520 3 9558 19 9640 4 9648 3 9686 5 9693 12 9767 11 9815 3 9822 9 9895 11 9952 6 10023 11 10151 11 10281 7,3777 3 3903 7 4031 9 4046 1 4151 2 4159 10 4172 7 4276 7 4287 11 4299 14 4400 12 4414 29 4527 14 4542 30 4655 14 4670 30 4768 2 4783 13 4798 31 4893 6 4901 23 4926 39 5020 7 5029 23 5056 38 5145 35 5185 39 5272 36 5313 42 5399 36 5441 7 5449 35 5527 35 5569 16 5589 23 5655 34 5697 12 5721 19 5783 31 5826 10 5849 19 5911 17 5931 10 5955 9 5977 19 6038 17 6059 10 6084 7 6105 19 6166 17 6186 11 6211 3 6231 21 6294 18 6315 9 6329 4 6339 2 6349 2 6358 23 6423 17 6442 9 6456 6 6477 3 6485 24 6551 17 6570 9 6582 8 6605 3 6611 26 6679 4 6684 23 6709 9 6721 12 6739 26 6806 4 6813 21 6837 25 6867 4 6874 19 6934 2 6946 16 6965 26 6996 2 7002 19 7061 3 7073 1 7075 6 7083 2 7087 2 7093 26 7130 19 7188 5 7202 7 7222 10 7246 2 7263 14 7315 6 7330 7 7351 8 7394 10 7442 8 7458 8 7524 8 7569 10 7587 8 7654 6 7697 10 7714 11 7783 4 7825 10 7842 11 7913 2 7954 3 7958 3 7962 1 7970 12 8041 2 8083 1 8088 2 8098 12 8217 2 8225 14 8345 2 8351 15 8474 5 8481 13 8611 7,,8384 10 8510 14 8638 15 8766 15 8894 15 9021 16 9150 15 9278 15 9407 13 9535 13 9663 12 9791 10 9802 1 9917 11 10045 5 10051 5 10058 2 10173 16 10301 16 10430 15 10561 3 10566 6 10691 2 10694 1 10819 3 10948 2 11075 3 11203 3 11331 3 11459 2 11587 2 11715 2,8117 5 8245 7 8373 7 8399 6 8500 9 8527 6 8628 9 8655 6 8755 10 8783 6 8883 10 8911 6 9011 10 9038 7 9140 9 9166 7 9268 9 9294 7 9396 9 9422 8 9523 9 9550 8 9651 8 9678 8 9778 7 9806 9 9906 5 9934 9 10034 3 10063 6 10162 2 10708 2 10805 12 10826 15 10931 15 10952 17 11057 17 11079 18 11184 18 11207 18 11312 18 11335 18 11440 18 11463 18 11569 17 11590 18 11697 17 11718 18 11826 16 11845 18 11956 13 11973 16 12087 7 12103 12 12218 4 12232 8
gap_d34b5de2dd7db15056,,7994 4 8001 3 8121 6 8128 4 8135 2 8249 1 8252 6 8263 3 8377 1 8380 3 8391 4 8402 1 8504 1 8507 2 8520 3 8530 1 8649 1,7892 2,8149 3 8275 6 8403 6 8531 6 8659 6 8787 5 8917 2,5310 4 5317 4 5427 26 5553 33 5681 35 5808 37 5847 2 5930 5 5936 43 6057 51 6183 54 6311 27 6339 26 6438 57 6565 27 6593 33 6693 27 6721 7 6730 24 6821 27 6849 6 6858 24 6949 19 6969 6 6978 5 6986 23 7077 16 7098 3 7107 4 7113 24 7205 16 7227 1 7235 31 7333 17 7359 1 7363 31 7461 18 7487 35 7589 19 7616 34 7718 19 7744 5 7750 28 7850 16 7872 5 7878 13 7894 12 7979 10 7993 1 8023 11 8107 6 8152 8 8235 5 8281 3 8364 3 8409 2 8537 1,,8258 1 8383 6 8509 11 8635 14 8763 13 8893 11 9021 11 9149 11 9277 12 9402 19 9528 23 9651 2 9655 25 9683 2 9779 2 9783 25 9811 2 9908 1 9912 20 9939 1 10042 1 10047 9 10057 1 10165 1 10176 7 10305 4 10435 2 10563 1 10691 1 10819 2,5994 2 6122 3 6250 4 6381 1 6549 3 6641 1 6677 3 6769 3 6805 2 6897 3 6933 1 7026 1 7568 2 7585 1 7696 2 7712 4 7823 3 7840 5 7891 1 7952 2 7968 5 7989 4 8011 12 8096 6 8113 8 8139 10 8225 6 8240 9 8268 7 8291 2 8354 6 8367 10 8397 5 8417 4 8482 7 8493 11 8525 5 8544 5 8610 9 8622 6 8670 6 8738 18 8797 7 8866 18 8923 8 8994 18 9050 9 9122 16 9177 10 9251 14 9304 11 9380 14 9430 12 9508 15 9557 13 9637 14 9685 12 9766 13 9813 11 9896 12 9940 10 10026 11 10062 3 10066 9 10155 10 10167 3 10172 2 10188 5 10194 5 10286 17 10311 15 10418 14 10439 14 10547 15 10565 14 10675 16 10692 13 10805 1 10807 12 10821 12 10936 11 10949 11 11065 10 11077 9 11195 7 11207 5
gap_74a515cb8a2c591a5c,,7364 2 7491 3 7619 4 7743 1 7747 4 7870 2 7875 8 7998 2 8004 7 8125 3 8135 4 8264 2,5570 5 5698 9 5823 13 5838 4 5951 4 5956 16 6078 5 6084 17 6210 1 6214 17 6343 17 6472 17 6601 17 6729 18 6857 19 6986 19 7115 18 7245 17 7375 15 7504 15 7632 15 7759 17 7886 18 8014 19 8142 19 8270 19 8399 18 8528 17 8659 14 8789 12 8918 11 9047 10 9176 9 9253 2 9305 7 9381 2 9433 7 9561 6 9689 5 9817 1 9819 2 9945 1,8654 5 8749 4 8781 8 8876 7 8886 1 8909 9 9004 8 9013 2 9037 10 9131 12 9166 10 9259 5 9267 3 9295 3 9300 5 9387 4 9396 1 9422 4 9429 4 9515 4 9550 3 9557 4 9643 4 9653 3 9678 4 9685 4 9771 6 9780 4 9807 5 9813 4 9899 13 9935 10 10027 12 10065 8 10156 9 10195 5 10288 1,5681 8 5806 11 5933 13 6060 14 6188 22 6316 27 6443 29 6570 31 6697 32 6824 33 6952 34 7080 35 7209 22 7234 9 7337 22 7464 17 7482 5 7592 17 7611 4 7719 19 7739 4 7847 23 7975 23 8102 23 8229 25 8356 23 8484 22 8611 15 8627 6 8739 4 8746 3 8758 2 8867 4 8874 2 8996 2 9003 1 9124 3,,7714 1 8258 3 8384 8 8511 9 8639 10 8767 10 8894 11 9022 11 9151 10 9279 9 9408 8 9536 5 9542 1 9664 7 9792 7 9920 7 10049 6 10178 4 10307 2 10435 1 10563 1 10691 1 10819 2 10947 2 11075 1,7028 1 7153 2 7281 2 7408 3 7536 5 7664 6 7790 8 7918 8 8046 8 8174 8 8302 4 8431 2 8588 3 8716 4 8845 3 8970 6 9099 8 9227 8 9276 1 9349 1 9356 7 9403 2 9418 1 9484 7 9531 2 9546 2 9613 2 9617 2 9659 3 9674 2 9787 2 9802 2 9915 2 9930 3 10042 4 10057 4 10169 6 10184 7 10194 1 10295 10 10310 15 10420 14 10437 16 10546 16 10565 16 10674 16 10693 16 10803 15 10822 15 10932 14 10950 13 11061 12 11079 11 11191 9
gap_5df57ac0568c3bee18,,6872 1 7854 2 7891 2 7982 3 8018 3 8110 3 8138 4 8146 2 8238 4 8246 1 8266 10 8366 4 8394 10 8494 4 8522 6 8529 2 8622 4 8629 3 8650 5 8751 1 8756 4 8778 5 8883 6 8906 5 9011 7 9034 6 9140 7 9163 5 9269 6 9292 3 9398 4 9421 1 9527 2,,,3395 2 3518 9 3532 2 3631 6 3645 10 3657 11 3758 8 3772 11 3785 15 3885 8 3899 11 3913 18 4012 8 4027 9 4041 7 4049 12 4139 5 4154 9 4169 8 4181 10 4262 5 4279 6 4286 3 4298 8 4313 6 4389 4 4403 9 4427 8 4517 3 4528 12 4556 7 4654 15 4683 8 4702 3 4781 16 4810 9 4831 3 4909 16 4938 9 4960 1 5023 4 5037 16 5067 9 5150 6 5166 7 5178 2 5195 11 5216 1 5277 12 5295 3 5322 13 5342 4 5405 13 5450 13 5469 6 5533 14 5585 5 5593 10 5661 14 5714 3 5721 10 5789 14 5849 4 5855 2 5918 13 6048 11 6179 8 6307 8 6436 7 6458 3 6565 5 6586 3 6615 3 6694 2 6714 4 6743 3 6841 6 6871 1 6873 1 6968 7 6999 2 7096 7 7224 7 7353 6 7481 5 7611 1 7754 2 7882 2 8010 3,,9411 5 9538 7 9666 7 9788 16 9809 4 9903 1 9907 34 10030 39 10158 38 10287 34 10322 1 10416 35 10544 35 10673 33 10801 31 10931 28 11059 28 11187 28 11315 27 11443 1 11445 24 11571 1 11573 3 11578 14 11593 4 11706 9 11716 3 11841 1,5861 3 5987 4 6114 5 6241 6 6298 2 6368 7 6426 4 6496 9 6554 6 6623 11 6682 2 6685 3 6751 11 6809 8 6879 13 6936 10 7006 16 7064 10 7134 16 7192 10 7262 17 7320 11 7390 18 7444 15 7518 19 7571 16 7646 20 7698 17 7774 20 7825 18 7893 1 7901 22 7953 19 8021 2 8029 22 8081 20 8148 3 8155 24 8209 21 8236 1 8276 4 8282 26 8337 23 8364 2 8404 32 8466 9 8476 13 8492 2 8531 32 8594 9 8604 14 8620 2 8659 32 8722 9 8733 16 8750 1 8789 29 8850 9 8861 16 8917 28 8977 12 8990 15 9044 29 9105 12 9119 15 9172 28 9233 14 9248 14 9300 28 9362 13 9377 13 9429 26 9490 15 9506 12 9559 22 9619 15 9635 10 9686 21 9749 14 9764 7 9814 20 9878 14 9893 8 9941 20 10007 23 10069 18 10136 22 10196 18 10266 21 10324 19 10396 19 10451 20 10525 19 10579 19 10655 18 10706 20 10782 19 10835 18 10911 18 10961 19 11039 19 11088 19 11168 19 11216 18 11296 19 11343 18 11425 18 11471 17 11555 16 11599 16 11684 15 11725 17 11814 20 11847 20 11944 2 11948 18 11971 20 12076 7 12084 27 12112 6 12206 33 12240 5 12335 4 12340 12 12356 10 12470 8 12489 3
gap_04666075328e55a6b9,10085 1 10211 2 10338 2 10464 3 10589 5 10716 5 10844 3,6476 3 6598 3 6603 5 6726 9 6848 1 6854 9 6982 7 7097 2 7104 1 7111 6 7225 2 7231 4 7239 6 7352 3 7358 6 7367 6 7479 4 7485 8 7495 6 7607 4 7613 8 7623 6 7734 5 7741 8 7752 5 7861 6 7870 6 7881 3 7988 6 7999 4 8011 1 8115 7 8245 5 8374 2,3131 4 3259 4 3273 14 3387 3 3402 6 3409 8 3504 1 3508 1 3513 4 3531 15 3631 4 3640 3 3661 14 3767 9 3788 15 3892 39 4019 45 4145 48 4272 51 4400 52 4528 53 4657 52 4785 52 4914 52 5043 52 5173 51 5302 51 5431 51 5559 51 5688 50 5817 50 5945 50 6077 12 6092 31 6212 4 6221 30 6341 3 6349 31 6470 1 6479 30 6608 29 6735 31 6863 30 6989 32 7117 32 7245 33 7373 32 7452 2 7501 32 7579 6 7629 32 7706 8 7757 32 7834 11 7886 31 7962 14 8012 33 8090 15 8111 4 8140 33 8218 18 8240 5 8268 33 8346 20 8369 5 8396 32 8475 23 8524 32 8603 24 8652 32 8732 22 8780 31 8860 22 8908 31 8989 22 9036 30 9117 23 9164 30 9246 22 9293 28 9374 21 9421 28 9502 21 9549 27 9631 19 9677 26 9760 16 9805 25 9889 14 9933 24 10018 12 10062 22 10147 10 10191 20 10277 6 10320 17 10451 12 10583 5,,4395 3 4521 4 4527 1 4648 6 4655 2 4776 6 4783 2 4901 13 5028 15 5155 18 5282 20 5410 21 5537 22 5665 23 5793 24 5920 25 6048 24 6176 24 6303 26 6431 26 6558 27 6686 28 6815 15 6832 11 6944 14 6960 11 7074 11 7086 11 7205 7 7215 10 7336 2 7343 9 7471 8 7598 9 7726 8 7854 7 7982 6,,2219 3 2347 2 2658 1 2786 2 3379 5 3506 2 4511 2 4582 2 4638 3 4710 4 4766 2 4838 4 4893 2 4968 2 5785 2 5867 3 5912 3 5995 3 6040 3 6124 2 6169 1 7063 2 7191 2 7278 2 7319 2 7405 3 7447 2 7534 2 7575 2 7662 2 7790 1 8255 6 8382 9 8509 11 8636 12 8763 14 8891 14 8985 2 9019 14 9113 2 9147 14 9242 2 9275 15 9323 1 9370 2 9403 15 9450 2 9532 14 9578 2 9660 13 9705 2 9789 11 9918 8 10047 7 10173 9 10186 2 10301 9 10315 1 10419 3 10429 9 10443 2 10532 4 10558 8 10572 3 10661 4 10688 3 10701 2 10791 2 10816 3 10945 1 10971 2 11073 1 11097 4 11201 1 11329 1 11456 3 11585 1,10678 7 10696 3 10799 16 10820 10 10925 18 10947 15 11051 21 11075 18 11179 21 11203 20 11307 20 11331 21 11437 18 11459 21 11567 15 11588 19 11697 12 11717 16 11847 11
gap_a3e3b1d28e503cf096,,7216 1 7344 2 7473 1 7509 2 7601 1 7635 6 7728 4 7762 7 7856 5 7890 7 7984 5 8019 6 8112 6 8148 2 8240 6 8369 5 8498 3,,,4670 9 4791 20 4819 3 4913 39 5040 41 5166 44 5293 46 5418 50 5545 31 5585 14 5671 32 5714 14 5798 33 5843 13 5926 33 5971 14 6054 33 6097 16 6182 28 6212 3 6217 5 6225 16 6310 28 6341 2 6345 24 6438 28 6469 2 6473 22 6567 27 6601 22 6696 27 6730 19 6825 25 6859 16 6954 25 6988 14 7083 24 7117 13 7217 18 7244 12 7346 1 7351 12 7371 12 7478 15 7499 10 7605 17 7627 8 7735 16 7756 6 7865 14 7882 8 7994 24 8121 6 8129 18 8249 6 8257 17 8377 6 8385 17 8505 25 8632 27 8760 27 8887 29 9015 30 9144 28 9272 28 9400 27 9528 27 9656 26 9784 26 9811 1 9912 27 10041 26 10169 26 10298 24 10427 20 10556 18 10684 17 10812 16 10941 14 11069 14 11198 13 11327 11 11457 8,,11843 14 11963 22 12090 19 12218 8 12233 4 12351 4 12360 4 12480 5 12487 4 12609 9 12739 5 12869 1,6118 2 6245 3 6251 2 6372 4 6378 4 6433 2 6500 4 6506 5 6560 7 6627 6 6634 6 6682 4 6688 8 6753 7 6761 8 6809 16 6880 8 6889 8 6936 7 6944 10 7006 10 7017 8 7063 8 7072 11 7130 14 7145 9 7190 8 7200 10 7212 4 7257 15 7273 9 7318 8 7328 16 7385 15 7401 9 7446 27 7512 26 7573 28 7641 25 7701 27 7769 13 7783 11 7829 27 7897 13 7911 11 7957 27 8025 24 8086 26 8153 24 8214 26 8284 13 8298 6 8342 26 8411 21 8471 21 8539 20 8599 12 8612 9 8666 21 8727 23 8794 21 8855 24 8921 22 8982 15 8998 10 9049 22 9110 16 9127 9 9177 16 9195 4 9238 27 9305 22 9367 16 9384 9 9433 22 9495 16 9512 10 9561 22 9623 27 9689 6 9696 15 9751 28 9817 6 9824 15 9880 17 9898 10 9944 7 9952 15 10008 17 10027 9 10072 6 10080 15 10137 9 10149 4 10155 9 10200 5 10210 12 10265 11 10284 8 10329 4 10338 12 10394 11 10413 7 10457 3 10466 12 10522 12 10542 5 10585 1 10593 12 10652 11 10671 4 10720 11 10781 12 10800 3 10845 13 10909 13 10973 11 11038 13 11100 9 11167 14 11227 8 11297 13 11355 7 11427 12 11557 11 11687 11 11817 11 11946 11 12076 9 12205 3
gap_edbc19e60caa49519b,4679 14 4808 17 4937 19 5067 21 5196 21 5325 21 5454 22 5583 22 5712 22 5793 3 5841 22 5920 3 5969 22 6047 4 6098 22 6173 6 6226 23 6301 7 6354 23 6428 8 6482 24 6555 9 6610 24 6682 10 6738 25 6809 11 6865 26 6937 11 6993 26 7064 13 7121 26 7192 13 7248 27 7320 13 7376 27 7448 14 7503 28 7576 15 7631 28 7704 15 7758 30 7832 16 7885 31 7960 17 8011 33 8088 18 8137 35 8215 20 8263 37 8343 21 8389 39 8471 22 8516 40 8599 24 8643 41 8727 26 8771 41 8855 29 8899 41 8983 29 9027 41 9111 29 9155 41 9239 29 9283 41 9367 29 9413 38 9495 29 9542 37 9623 29 9672 35 9751 30 9801 34 9880 29 9929 34 10008 29 10058 32 10136 30 10186 32 10264 30 10314 32 10392 30 10442 31 10521 29 10570 31 10649 29 10699 29 10778 28 10827 29 10906 28 10955 28 11035 27 11084 26 11164 25 11213 24 11293 24 11342 22 11422 21 11471 20 11552 17 11600 17 11684 13 11729 14 11815 10 11859 10 11949 2 11990 4,4923 5 5049 12 5174 17 5293 27 5417 31 5544 32 5671 33 5799 32 5837 2 5926 34 5964 5 6054 43 6182 44 6310 44 6438 44 6566 44 6694 44 6822 43 6950 23 6974 19 7078 23 7103 17 7206 23 7232 16 7334 24 7361 15 7463 40 7591 39 7720 37 7849 35 7978 18 8007 4 8107 14 8236 9 8365 6 8496 1 8761 5 8887 8 9014 9 9141 10 9268 11 9396 11 9524 10 9653 9 9781 7 9910 4,,,8640 2 8769 1,,4039 5 4155 3 4166 9 4276 14 4294 16 4402 8 4413 5 4423 4 4431 10 4524 7 4533 2 4560 4 4565 6 4650 8 4695 7 4777 8 4826 4 4902 5 4908 3 5030 2 5154 2 5158 1 5282 2 5409 3 5536 2 5663 2 5791 1 5863 2 5992 2 6120 3 6249 2 6377 3 6506 2 6552 2 6635 1 6679 2 6763 1 6807 2 6934 3 7061 3 7189 3 7317 2 7445 2 7573 2 7701 2 8300 2 8428 2 8556 2 8597 1 8684 2 8724 2 8812 2 8852 2 8940 2 8980 3 9068 2 9108 3 9196 2 9236 3 9324 2 9364 3 9452 1 9493 2 9580 1 9621 2 9664 7 9788 12 9914 15 10042 15 10170 15 10298 15 10425 15 10554 14 10682 13 10729 1 10811 12 10856 2 10904 2 10940 11 10983 3 11032 3 11068 9 11111 2 11161 2 11198 5 11238 3 11289 3 11326 5 11332 2 11365 3 11418 3 11451 12 11492 3 11547 2 11579 5 11586 5 11619 3 11707 12 11747 1 11837 8 11967 5 12096 2 12113 5 12204 3 12242 5 12328 7 12372 2 12456 6 12609 2 12737 2,11961 2 11973 4 12085 1 12089 6 12100 10 12210 14 12227 12 12337 16 12355 14 12465 16 12483 15 12592 17 12612 14 12720 15 12740 14 12850 3
gap_dc6d21fe4251dc7c5d,3503 8 3627 21 3666 1 3753 46 3878 23 3902 29 4005 22 4031 31 4131 22 4160 32 4258 20 4290 32 4385 20 4419 32 4512 20 4550 30 4639 19 4681 27 4766 20 4812 25 4894 19 4941 25 5021 19 5069 25 5149 19 5198 25 5276 19 5327 24 5404 19 5455 25 5531 19 5584 24 5659 19 5712 24 5787 19 5840 24 5914 20 5968 25 6042 20 6096 25 6170 20 6224 25 6298 20 6352 25 6427 19 6480 25 6555 19 6607 6 6614 19 6683 19 6735 26 6811 19 6863 26 6939 20 6991 26 7067 20 7118 27 7195 20 7245 28 7324 20 7373 28 7452 21 7500 29 7580 21 7628 28 7709 21 7756 28 7837 22 7885 27 7965 23 8014 3 8018 22 8093 23 8142 3 8146 4 8152 16 8221 17 8239 4 8273 5 8280 16 8349 17 8367 2 8401 5 8407 17 8477 20 8530 3 8534 18 8606 19 8645 6 8658 2 8663 17 8734 15 8750 4 8773 8 8786 1 8791 16 8862 16 8879 5 8902 12 8917 18 8991 15 9008 5 9031 11 9044 19 9119 17 9138 3 9160 10 9172 19 9247 17 9266 3 9289 29 9376 21 9417 29 9505 22 9545 28 9633 23 9673 28 9762 25 9801 28 9891 24 9930 26 10019 24 10058 25 10148 23 10186 25 10276 23 10314 24 10405 21 10443 23 10534 20 10571 22 10663 18 10699 21 10792 16 10828 19 10922 13 10957 17 11051 10 11086 15 11182 1 11215 12 11346 7,4534 6 4661 9 4788 10 4805 4 4915 12 4933 6 5043 11 5061 6 5170 11 5189 8 5298 11 5317 9 5426 10 5444 11 5554 13 5572 11 5682 16 5700 11 5810 17 5829 10 5938 19 5958 10 6067 5 6073 12 6086 9 6196 2 6200 13 6214 9 6328 12 6343 8 6455 13 6470 8 6583 13 6599 7 6712 11 6727 7 6840 12 6855 5 6968 15 7093 19 7220 22 7347 24 7475 24 7603 24 7731 24 7860 24 7989 24 8118 24 8249 22 8370 3 8379 22 8497 4 8512 2 8522 7 8625 4 8631 5 8652 5 8758 7 8781 2 8886 8 9013 9 9141 9 9270 7 9398 7 9527 5,,,,,3261 12 3383 1 3389 12 3518 11 3652 3 4129 2 4256 1 4967 1 5095 2 5223 2 5352 1 5402 1 5529 2 5657 2 5785 1 6249 2 6377 2 6425 1 6505 2 6552 3 6634 1 6680 3 6808 2 6936 2 7529 1 7657 2 7784 3 7835 2 7912 3 7963 2 8041 1 8091 2 8150 1 8169 1 8219 2 8278 1 8348 1 8476 1 8661 1 8790 1 9025 4 9042 2 9151 8 9170 1 9279 8 9406 10 9534 10 9662 10 9701 1 9789 11 9829 1 9889 1 9917 12 9956 2 10017 2 10045 12 10084 2 10145 2 10173 11 10211 2 10274 2 10304 5 10339 1 10402 3 10432 5 10466 2 10531 2 10561 4 10593 2 10660 2 10685 11 10721 1 10789 2 10813 12 10848 1 10918 1 10941 12 10975 2 11072 6 11102 1 11201 3 11330 1,9366 2 9494 3 9623 3 9752 3 9881 2 10010 2 10138 3 10268 3 10398 2 11066 5 11193 7 11205 6 11320 9 11332 8 11446 11 11460 9 11573 13 11587 12 11704 9 11715 12 11848 6
gap_5291e53be54abab4f4,5321 11 5414 12 5447 15 5541 16 5574 17 5667 18 5702 19 5794 19 5830 20 5921 20 5959 20 6047 22 6088 20 6174 23 6216 21 6300 24 6344 22 6426 27 6470 26 6552 29 6595 30 6679 30 6722 33 6806 31 6850 34 6933 32 6978 35 7060 33 7102 2 7106 36 7188 32 7229 4 7234 37 7316 32 7356 44 7443 32 7485 43 7571 32 7613 44 7699 31 7741 44 7826 32 7869 44 7954 32 7998 43 8082 31 8128 41 8210 31 8256 41 8338 31 8384 41 8467 30 8512 41 8595 31 8642 39 8723 31 8770 39 8852 31 8899 38 8980 31 9028 37 9108 32 9157 36 9237 32 9285 36 9366 32 9414 35 9494 37 9542 34 9623 36 9671 33 9751 36 9799 32 9880 35 9927 32 10009 33 10056 30 10138 32 10184 30 10266 31 10312 29 10395 30 10441 27 10524 29 10569 27 10653 27 10698 25 10782 26 10826 24 10911 24 10955 22 11040 22 11084 20 11170 19 11214 16 11299 17 11343 13 11429 13 11473 10 11559 8 11604 5,5437 2 5563 6 5690 9 5818 10 5947 11 6074 13 6201 15 6329 6 6340 4 6456 7 6583 7 6711 2 6838 3 6966 3 7094 3 7476 5 7603 7 7731 7 7859 7 7986 8 8114 8 8242 8 8370 9 8498 9 8626 9 8754 9 8883 8 9012 7 9140 6 9269 4,,,,,4277 14 4403 9 4413 10 4527 8 4545 8 4652 10 4668 1 4672 10 4683 2 4779 36 4906 15 4926 18 5033 13 5057 16 5160 11 5191 2 5664 2 5722 1 5791 2 5851 1 5918 2 5980 2 6045 2 6109 2 6238 2 6367 1 6804 1 6931 2 7058 2 7186 1 7314 1 7529 1 7657 1 7785 2 7825 1 7913 2 7952 2 8041 2 8080 2 8170 1 8208 2 8298 1 8336 2 8465 1 8593 1 9023 3 9150 5 9235 1 9278 6 9363 2 9405 8 9491 3 9533 9 9577 2 9619 3 9660 10 9704 3 9748 3 9788 10 9832 3 9877 2 9916 10 9959 3 10006 1 10043 12 10087 2 10171 12 10300 11 10429 8 10558 5 10686 5 10724 2 10811 3 10815 4 10820 3 10850 3 10939 12 10977 4 11064 1 11067 5 11074 5 11105 3 11166 2 11190 3 11195 11 11232 4 11294 4 11317 3 11325 7 11339 2 11359 3 11423 5 11444 3 11455 5 11469 2 11552 6 11569 5 11584 3 11598 3 11681 8 11692 9 11712 2 11726 7 11812 16 11840 1 11857 8 11944 7,9611 4 9739 5 9840 4 9867 5 9967 5 9996 5 10094 6 10128 2 10222 1 10257 2 10349 1 10386 2 10477 1 10514 2 10604 1 10643 2 10731 2 10771 2 10859 2 10900 1 10987 2 11028 3 11114 2 11157 2 11241 2 11287 2 11367 3 11416 2 11451 2 11461 2 11494 3 11545 2 11578 4 11587 5 11621 3 11704 7 11715 6 11747 4 11806 2 11831 8 11842 9 11873 4 11935 2 11957 10 11970 11 12000 2 12083 12 12097 13 12126 3 12209 14 12225 13 12253 3 12339 11 12353 12 12381 3 12470 6 12483 7
gap_4e37cd734d42d687c3,,7730 1 7858 2 7986 2 8114 3 8242 5 8370 6 8397 1 8499 7 8524 4 8629 6 8651 8 8759 2 8779 8 8907 8 9039 3,,,5043 4 5070 3 5170 6 5193 12 5297 7 5309 8 5319 4 5324 11 5421 45 5548 47 5676 48 5804 49 5933 48 6061 48 6193 44 6326 39 6455 37 6583 37 6712 35 6840 34 6968 33 7096 31 7225 27 7356 23 7486 20 7617 16 7745 15 7874 13 8002 12 8135 6 8265 4 8395 2 8523 1 8761 2 10310 1 10432 9 10559 10 10687 8 10814 7 10942 7 11070 6 11199 4 11328 2,,11058 1 11343 2 11470 3 11597 4 11702 2 11724 5 11829 6 11849 8 11957 27 12086 26 12214 25 12342 24 12471 22 12605 10 12740 2,6052 3 6179 6 6308 7 6436 8 6564 9 6625 4 6687 1 6693 9 6752 5 6815 1 6822 8 6878 7 6938 7 6948 11 7005 8 7014 1 7063 10 7075 12 7131 12 7190 25 7258 13 7272 1 7274 1 7318 26 7385 14 7400 8 7446 27 7512 25 7574 12 7587 15 7639 15 7655 11 7702 12 7715 15 7765 17 7783 12 7830 12 7843 15 7891 19 7911 12 7957 13 7971 15 8019 32 8085 29 8147 32 8213 29 8275 32 8340 30 8403 32 8468 26 8495 3 8531 17 8549 13 8596 26 8659 17 8677 12 8723 28 8787 30 8850 19 8870 10 8915 16 8932 13 8978 19 8998 11 9044 3 9048 10 9059 14 9106 20 9127 10 9175 11 9187 14 9234 21 9256 9 9302 27 9363 20 9384 9 9429 28 9491 31 9556 29 9619 31 9684 29 9747 22 9770 8 9812 29 9875 22 9899 7 9939 30 10003 21 10028 6 10067 31 10132 21 10157 5 10195 31 10260 21 10285 4 10322 31 10388 21 10414 2 10450 8 10459 22 10517 20 10542 2 10578 8 10587 21 10646 21 10671 1 10706 8 10715 21 10775 20 10799 2 10833 8 10843 20 10904 17 10928 1 10961 8 10970 21 11033 17 11089 7 11098 20 11163 17 11217 6 11227 17 11293 16 11345 5 11356 15 11422 16 11473 4 11483 15 11553 15 11601 4 11608 16 11684 14 11729 3 11734 17 11814 13 11861 16 11944 11 11987 16 12074 10 12114 14 12204 9 12241 12 12333 8 12367 12 12463 6 12495 10 12593 5 12622 8 12724 2 12749 7 12878 2
