case_id,volume_id,image_path,mask_path,height,width,context_gap_slices
gap_5bd11c02967752cd86,vol_33b65bfabfd9b8,train_images/gap_5bd11c02967752cd86.png,train_masks/gap_5bd11c02967752cd86_mask.png,128,128,2
gap_16b9014661a17690fc,vol_cc15e1b51df496,train_images/gap_16b9014661a17690fc.png,train_masks/gap_16b9014661a17690fc_mask.png,128,128,2
gap_d9adcf5d5ceeb5c0ca,vol_098348610cc349,train_images/gap_d9adcf5d5ceeb5c0ca.png,train_masks/gap_d9adcf5d5ceeb5c0ca_mask.png,128,128,2
gap_3ee3283e5a9b5f9080,vol_4921800804a976,train_images/gap_3ee3283e5a9b5f9080.png,train_masks/gap_3ee3283e5a9b5f9080_mask.png,128,128,2
gap_77945faa7f2352a6a9,vol_df67145908d8e5,train_images/gap_77945faa7f2352a6a9.png,train_masks/gap_77945faa7f2352a6a9_mask.png,128,128,2
gap_588d495fc3c14958e6,vol_c398dbdcbc3d28,train_images/gap_588d495fc3c14958e6.png,train_masks/gap_588d495fc3c14958e6_mask.png,128,128,2
gap_934edc417f8325c4cb,vol_cc15e1b51df496,train_images/gap_934edc417f8325c4cb.png,train_masks/gap_934edc417f8325c4cb_mask.png,128,128,2
gap_6a7de3f31b1ca960bc,vol_33b65bfabfd9b8,train_images/gap_6a7de3f31b1ca960bc.png,train_masks/gap_6a7de3f31b1ca960bc_mask.png,128,128,2
gap_e2e01f4c5572d626ba,vol_1a255ee24e8826,train_images/gap_e2e01f4c5572d626ba.png,train_masks/gap_e2e01f4c5572d626ba_mask.png,128,128,2
gap_2235cfb11525f2dcd9,vol_1597aa55748da6,train_images/gap_2235cfb11525f2dcd9.png,train_masks/gap_2235cfb11525f2dcd9_mask.png,128,128,2
gap_9c3e42fd1423c14673,vol_acc3478573c47a,train_images/gap_9c3e42fd1423c14673.png,train_masks/gap_9c3e42fd1423c14673_mask.png,128,128,2
gap_a98f8c1ba77d057e73,vol_582f475d9ae3c1,train_images/gap_a98f8c1ba77d057e73.png,train_masks/gap_a98f8c1ba77d057e73_mask.png,128,128,2
gap_5181bf453323894ef9,vol_7f10b15f19851d,train_images/gap_5181bf453323894ef9.png,train_masks/gap_5181bf453323894ef9_mask.png,128,128,2
gap_7f0547ad489212f307,vol_77aa82f16f22a1,train_images/gap_7f0547ad489212f307.png,train_masks/gap_7f0547ad489212f307_mask.png,128,128,2
gap_95ec2ad0c21c78dcfa,vol_c5df574b89be34,train_images/gap_95ec2ad0c21c78dcfa.png,train_masks/gap_95ec2ad0c21c78dcfa_mask.png,128,128,2
gap_4f27dc9c20525f7314,vol_582f475d9ae3c1,train_images/gap_4f27dc9c20525f7314.png,train_masks/gap_4f27dc9c20525f7314_mask.png,128,128,2
gap_2cb3947ed3afa65e00,vol_e4edb523870541,train_images/gap_2cb3947ed3afa65e00.png,train_masks/gap_2cb3947ed3afa65e00_mask.png,128,128,2
gap_280efda61b0dce01c5,vol_acc3478573c47a,train_images/gap_280efda61b0dce01c5.png,train_masks/gap_280efda61b0dce01c5_mask.png,128,128,2
gap_d41613745d75eb7863,vol_33b65bfabfd9b8,train_images/gap_d41613745d75eb7863.png,train_masks/gap_d41613745d75eb7863_mask.png,128,128,2
gap_01f73a4406a048df45,vol_e4edb523870541,train_images/gap_01f73a4406a048df45.png,train_masks/gap_01f73a4406a048df45_mask.png,128,128,2
gap_cf89ac6d2bec7028c0,vol_2f13f6086c74f2,train_images/gap_cf89ac6d2bec7028c0.png,train_masks/gap_cf89ac6d2bec7028c0_mask.png,128,128,2
gap_29fa03ee7d2296f083,vol_df67145908d8e5,train_images/gap_29fa03ee7d2296f083.png,train_masks/gap_29fa03ee7d2296f083_mask.png,128,128,2
gap_9491667038ca1df9ca,vol_df67145908d8e5,train_images/gap_9491667038ca1df9ca.png,train_masks/gap_9491667038ca1df9ca_mask.png,128,128,2
gap_8da9744862cb33ca95,vol_4921800804a976,train_images/gap_8da9744862cb33ca95.png,train_masks/gap_8da9744862cb33ca95_mask.png,128,128,2
gap_955d9a360d16669bc7,vol_acc3478573c47a,train_images/gap_955d9a360d16669bc7.png,train_masks/gap_955d9a360d16669bc7_mask.png,128,128,2
gap_ed1922181baf1b9db1,vol_098348610cc349,train_images/gap_ed1922181baf1b9db1.png,train_masks/gap_ed1922181baf1b9db1_mask.png,128,128,2
gap_4bcc30d0adb61653f5,vol_e94f442ad07ae7,train_images/gap_4bcc30d0adb61653f5.png,train_masks/gap_4bcc30d0adb61653f5_mask.png,128,128,2
gap_60f930098ab1f9ec27,vol_7c2bb60117e276,train_images/gap_60f930098ab1f9ec27.png,train_masks/gap_60f930098ab1f9ec27_mask.png,128,128,2
gap_1981116eecfe75354b,vol_804c999e4daf42,train_images/gap_1981116eecfe75354b.png,train_masks/gap_1981116eecfe75354b_mask.png,128,128,2
gap_79fe312bfecfd39fe8,vol_df67145908d8e5,train_images/gap_79fe312bfecfd39fe8.png,train_masks/gap_79fe312bfecfd39fe8_mask.png,128,128,2
gap_8ec71e5a9a02c9c18d,vol_4921800804a976,train_images/gap_8ec71e5a9a02c9c18d.png,train_masks/gap_8ec71e5a9a02c9c18d_mask.png,128,128,2
gap_18b0328cf6df9cea0b,vol_acc3478573c47a,train_images/gap_18b0328cf6df9cea0b.png,train_masks/gap_18b0328cf6df9cea0b_mask.png,128,128,2
gap_75cee8646802f1e3de,vol_804c999e4daf42,train_images/gap_75cee8646802f1e3de.png,train_masks/gap_75cee8646802f1e3de_mask.png,128,128,2
gap_462c1c678700e96d8e,vol_c398dbdcbc3d28,train_images/gap_462c1c678700e96d8e.png,train_masks/gap_462c1c678700e96d8e_mask.png,128,128,2
gap_b1ce03c7725aecd901,vol_47a13de6fd8f69,train_images/gap_b1ce03c7725aecd901.png,train_masks/gap_b1ce03c7725aecd901_mask.png,128,128,2
gap_643af59f6f8c5933d3,vol_acc3478573c47a,train_images/gap_643af59f6f8c5933d3.png,train_masks/gap_643af59f6f8c5933d3_mask.png,128,128,2
gap_49c526f12f8d63d0ff,vol_582f475d9ae3c1,train_images/gap_49c526f12f8d63d0ff.png,train_masks/gap_49c526f12f8d63d0ff_mask.png,128,128,2
gap_6fd02f7e1cb53b54ba,vol_c398dbdcbc3d28,train_images/gap_6fd02f7e1cb53b54ba.png,train_masks/gap_6fd02f7e1cb53b54ba_mask.png,128,128,2
gap_306038a052cdb71731,vol_208dbc1a6f30e7,train_images/gap_306038a052cdb71731.png,train_masks/gap_306038a052cdb71731_mask.png,128,128,2
gap_984bd56128d1be5a68,vol_7f10b15f19851d,train_images/gap_984bd56128d1be5a68.png,train_masks/gap_984bd56128d1be5a68_mask.png,128,128,2
gap_d19aea2c731efe012b,vol_c5df574b89be34,train_images/gap_d19aea2c731efe012b.png,train_masks/gap_d19aea2c731efe012b_mask.png,128,128,2
gap_60a6be646484317b23,vol_e4edb523870541,train_images/gap_60a6be646484317b23.png,train_masks/gap_60a6be646484317b23_mask.png,128,128,2
gap_5cea42c84b731306f6,vol_c5df574b89be34,train_images/gap_5cea42c84b731306f6.png,train_masks/gap_5cea42c84b731306f6_mask.png,128,128,2
gap_e3ea9d1ec836614d51,vol_cc15e1b51df496,train_images/gap_e3ea9d1ec836614d51.png,train_masks/gap_e3ea9d1ec836614d51_mask.png,128,128,2
gap_ace2fbc28843294767,vol_804c999e4daf42,train_images/gap_ace2fbc28843294767.png,train_masks/gap_ace2fbc28843294767_mask.png,128,128,2
gap_5a11177302086af6d5,vol_fb0999f09bcfd8,train_images/gap_5a11177302086af6d5.png,train_masks/gap_5a11177302086af6d5_mask.png,128,128,2
gap_42243455c6feab3aae,vol_7f10b15f19851d,train_images/gap_42243455c6feab3aae.png,train_masks/gap_42243455c6feab3aae_mask.png,128,128,2
gap_783e0df0c93e79bd42,vol_f49d4c16233570,train_images/gap_783e0df0c93e79bd42.png,train_masks/gap_783e0df0c93e79bd42_mask.png,128,128,2
gap_87a4e9d98624df43b1,vol_cc15e1b51df496,train_images/gap_87a4e9d98624df43b1.png,train_masks/gap_87a4e9d98624df43b1_mask.png,128,128,2
gap_da4c0ea9d87e37b652,vol_f49d4c16233570,train_images/gap_da4c0ea9d87e37b652.png,train_masks/gap_da4c0ea9d87e37b652_mask.png,128,128,2
gap_4eab0ce81a289f0cf3,vol_2f13f6086c74f2,train_images/gap_4eab0ce81a289f0cf3.png,train_masks/gap_4eab0ce81a289f0cf3_mask.png,128,128,2
gap_32069ac9326edd6dbd,vol_f49d4c16233570,train_images/gap_32069ac9326edd6dbd.png,train_masks/gap_32069ac9326edd6dbd_mask.png,128,128,2
gap_32386d024253356cf8,vol_2f13f6086c74f2,train_images/gap_32386d024253356cf8.png,train_masks/gap_32386d024253356cf8_mask.png,128,128,2
gap_49f5a08f858afdbb77,vol_bf8936cd6d47c7,train_images/gap_49f5a08f858afdbb77.png,train_masks/gap_49f5a08f858afdbb77_mask.png,128,128,2
gap_0ac089e3b631a2126d,vol_47a13de6fd8f69,train_images/gap_0ac089e3b631a2126d.png,train_masks/gap_0ac089e3b631a2126d_mask.png,128,128,2
gap_af70fdf17621653629,vol_654a3a5ce18fe4,train_images/gap_af70fdf17621653629.png,train_masks/gap_af70fdf17621653629_mask.png,128,128,2
gap_cc49bccaedc16ce729,vol_c398dbdcbc3d28,train_images/gap_cc49bccaedc16ce729.png,train_masks/gap_cc49bccaedc16ce729_mask.png,128,128,2
gap_98853c09e74f4f021b,vol_1597aa55748da6,train_images/gap_98853c09e74f4f021b.png,train_masks/gap_98853c09e74f4f021b_mask.png,128,128,2
gap_ac5b425c344fa74306,vol_33b65bfabfd9b8,train_images/gap_ac5b425c344fa74306.png,train_masks/gap_ac5b425c344fa74306_mask.png,128,128,2
gap_bb47173402a248523a,vol_1597aa55748da6,train_images/gap_bb47173402a248523a.png,train_masks/gap_bb47173402a248523a_mask.png,128,128,2
gap_583bcf7a55bb95e053,vol_77aa82f16f22a1,train_images/gap_583bcf7a55bb95e053.png,train_masks/gap_583bcf7a55bb95e053_mask.png,128,128,2
gap_62a077bf735ce0389b,vol_df67145908d8e5,train_images/gap_62a077bf735ce0389b.png,train_masks/gap_62a077bf735ce0389b_mask.png,128,128,2
gap_1651a6ea465062c6df,vol_804c999e4daf42,train_images/gap_1651a6ea465062c6df.png,train_masks/gap_1651a6ea465062c6df_mask.png,128,128,2
gap_afde7de7a675bd2423,vol_4921800804a976,train_images/gap_afde7de7a675bd2423.png,train_masks/gap_afde7de7a675bd2423_mask.png,128,128,2
gap_a1f8f4773fe5d951b5,vol_2f13f6086c74f2,train_images/gap_a1f8f4773fe5d951b5.png,train_masks/gap_a1f8f4773fe5d951b5_mask.png,128,128,2
gap_a272aa4c2487c31f4c,vol_33b65bfabfd9b8,train_images/gap_a272aa4c2487c31f4c.png,train_masks/gap_a272aa4c2487c31f4c_mask.png,128,128,2
gap_993cceaecdf717594d,vol_098348610cc349,train_images/gap_993cceaecdf717594d.png,train_masks/gap_993cceaecdf717594d_mask.png,128,128,2
gap_d9a38653b214f01f30,vol_228e2671e29326,train_images/gap_d9a38653b214f01f30.png,train_masks/gap_d9a38653b214f01f30_mask.png,128,128,2
gap_9b3c8450b9dd43795d,vol_7f10b15f19851d,train_images/gap_9b3c8450b9dd43795d.png,train_masks/gap_9b3c8450b9dd43795d_mask.png,128,128,2
gap_15cdfc66c3129013be,vol_15b79aa9978e3e,train_images/gap_15cdfc66c3129013be.png,train_masks/gap_15cdfc66c3129013be_mask.png,128,128,2
gap_9b8da89ecd14bf9238,vol_fb0999f09bcfd8,train_images/gap_9b8da89ecd14bf9238.png,train_masks/gap_9b8da89ecd14bf9238_mask.png,128,128,2
gap_aa225be7e927ced513,vol_654a3a5ce18fe4,train_images/gap_aa225be7e927ced513.png,train_masks/gap_aa225be7e927ced513_mask.png,128,128,2
gap_4e3bf3eeca77f292ea,vol_228e2671e29326,train_images/gap_4e3bf3eeca77f292ea.png,train_masks/gap_4e3bf3eeca77f292ea_mask.png,128,128,2
gap_1428b6eab9c56df8b3,vol_df67145908d8e5,train_images/gap_1428b6eab9c56df8b3.png,train_masks/gap_1428b6eab9c56df8b3_mask.png,128,128,2
gap_cf79194eb9f0c5a969,vol_228e2671e29326,train_images/gap_cf79194eb9f0c5a969.png,train_masks/gap_cf79194eb9f0c5a969_mask.png,128,128,2
gap_71ca10d5e437a3fb3f,vol_e94f442ad07ae7,train_images/gap_71ca10d5e437a3fb3f.png,train_masks/gap_71ca10d5e437a3fb3f_mask.png,128,128,2
gap_121dac15c3edf15e32,vol_f49d4c16233570,train_images/gap_121dac15c3edf15e32.png,train_masks/gap_121dac15c3edf15e32_mask.png,128,128,2
gap_ec635c5dfa091c2a69,vol_fb0999f09bcfd8,train_images/gap_ec635c5dfa091c2a69.png,train_masks/gap_ec635c5dfa091c2a69_mask.png,128,128,2
gap_4ed01eabbf882f5d13,vol_df67145908d8e5,train_images/gap_4ed01eabbf882f5d13.png,train_masks/gap_4ed01eabbf882f5d13_mask.png,128,128,2
gap_685427ecfd6107f274,vol_7f10b15f19851d,train_images/gap_685427ecfd6107f274.png,train_masks/gap_685427ecfd6107f274_mask.png,128,128,2
gap_40e39e3a1e4d856a76,vol_1a255ee24e8826,train_images/gap_40e39e3a1e4d856a76.png,train_masks/gap_40e39e3a1e4d856a76_mask.png,128,128,2
gap_40312cef9f1116c21a,vol_df67145908d8e5,train_images/gap_40312cef9f1116c21a.png,train_masks/gap_40312cef9f1116c21a_mask.png,128,128,2
gap_4313771c151e34c11a,vol_e94f442ad07ae7,train_images/gap_4313771c151e34c11a.png,train_masks/gap_4313771c151e34c11a_mask.png,128,128,2
gap_4503c617c4b2a9fef8,vol_bf8936cd6d47c7,train_images/gap_4503c617c4b2a9fef8.png,train_masks/gap_4503c617c4b2a9fef8_mask.png,128,128,2
gap_815cb32eea5e2910da,vol_582f475d9ae3c1,train_images/gap_815cb32eea5e2910da.png,train_masks/gap_815cb32eea5e2910da_mask.png,128,128,2
gap_a467bd1b05824003f0,vol_c5df574b89be34,train_images/gap_a467bd1b05824003f0.png,train_masks/gap_a467bd1b05824003f0_mask.png,128,128,2
gap_d353a4be40730092ea,vol_e94f442ad07ae7,train_images/gap_d353a4be40730092ea.png,train_masks/gap_d353a4be40730092ea_mask.png,128,128,2
gap_dd777250dc326b7463,vol_33b65bfabfd9b8,train_images/gap_dd777250dc326b7463.png,train_masks/gap_dd777250dc326b7463_mask.png,128,128,2
gap_2179b3ff889e0532a0,vol_1597aa55748da6,train_images/gap_2179b3ff889e0532a0.png,train_masks/gap_2179b3ff889e0532a0_mask.png,128,128,2
gap_5786452007b7ac4b42,vol_e94f442ad07ae7,train_images/gap_5786452007b7ac4b42.png,train_masks/gap_5786452007b7ac4b42_mask.png,128,128,2
gap_b74b4f606b81323529,vol_208dbc1a6f30e7,train_images/gap_b74b4f606b81323529.png,train_masks/gap_b74b4f606b81323529_mask.png,128,128,2
gap_00889334c231192893,vol_cc15e1b51df496,train_images/gap_00889334c231192893.png,train_masks/gap_00889334c231192893_mask.png,128,128,2
gap_f4f6f3fc895dd1ae12,vol_cc15e1b51df496,train_images/gap_f4f6f3fc895dd1ae12.png,train_masks/gap_f4f6f3fc895dd1ae12_mask.png,128,128,2
gap_bd0afe5640de030c97,vol_654a3a5ce18fe4,train_images/gap_bd0afe5640de030c97.png,train_masks/gap_bd0afe5640de030c97_mask.png,128,128,2
gap_38c0423187be7b4c73,vol_c398dbdcbc3d28,train_images/gap_38c0423187be7b4c73.png,train_masks/gap_38c0423187be7b4c73_mask.png,128,128,2
gap_1b7353d35584dc7384,vol_1a255ee24e8826,train_images/gap_1b7353d35584dc7384.png,train_masks/gap_1b7353d35584dc7384_mask.png,128,128,2
gap_4d2f7d176d20af4308,vol_7c2bb60117e276,train_images/gap_4d2f7d176d20af4308.png,train_masks/gap_4d2f7d176d20af4308_mask.png,128,128,2
gap_000bf67fcd27799d51,vol_bf8936cd6d47c7,train_images/gap_000bf67fcd27799d51.png,train_masks/gap_000bf67fcd27799d51_mask.png,128,128,2
gap_e0a0a53586390c0736,vol_47a13de6fd8f69,train_images/gap_e0a0a53586390c0736.png,train_masks/gap_e0a0a53586390c0736_mask.png,128,128,2
gap_5b0d08138613f230be,vol_cc15e1b51df496,train_images/gap_5b0d08138613f230be.png,train_masks/gap_5b0d08138613f230be_mask.png,128,128,2
gap_09b05ff987e438ef3b,vol_f49d4c16233570,train_images/gap_09b05ff987e438ef3b.png,train_masks/gap_09b05ff987e438ef3b_mask.png,128,128,2
gap_e462776739233ed965,vol_47a13de6fd8f69,train_images/gap_e462776739233ed965.png,train_masks/gap_e462776739233ed965_mask.png,128,128,2
gap_83cd3a9bc35714fc89,vol_df67145908d8e5,train_images/gap_83cd3a9bc35714fc89.png,train_masks/gap_83cd3a9bc35714fc89_mask.png,128,128,2
gap_ec119724f7d36298d5,vol_098348610cc349,train_images/gap_ec119724f7d36298d5.png,train_masks/gap_ec119724f7d36298d5_mask.png,128,128,2
gap_c4330c19a4704c3a9e,vol_47a13de6fd8f69,train_images/gap_c4330c19a4704c3a9e.png,train_masks/gap_c4330c19a4704c3a9e_mask.png,128,128,2
gap_49a3d35a3dd3bcb1d1,vol_47a13de6fd8f69,train_images/gap_49a3d35a3dd3bcb1d1.png,train_masks/gap_49a3d35a3dd3bcb1d1_mask.png,128,128,2
gap_ce886a2b1e2d97f494,vol_77aa82f16f22a1,train_images/gap_ce886a2b1e2d97f494.png,train_masks/gap_ce886a2b1e2d97f494_mask.png,128,128,2
gap_d97a296f4a19e74a96,vol_acc3478573c47a,train_images/gap_d97a296f4a19e74a96.png,train_masks/gap_d97a296f4a19e74a96_mask.png,128,128,2
gap_910eeb79599f72afc6,vol_1597aa55748da6,train_images/gap_910eeb79599f72afc6.png,train_masks/gap_910eeb79599f72afc6_mask.png,128,128,2
gap_f2515d55bf6104199d,vol_15b79aa9978e3e,train_images/gap_f2515d55bf6104199d.png,train_masks/gap_f2515d55bf6104199d_mask.png,128,128,2
gap_387463c98af660d0ba,vol_33b65bfabfd9b8,train_images/gap_387463c98af660d0ba.png,train_masks/gap_387463c98af660d0ba_mask.png,128,128,2
gap_1a3519c8708bb6019a,vol_77aa82f16f22a1,train_images/gap_1a3519c8708bb6019a.png,train_masks/gap_1a3519c8708bb6019a_mask.png,128,128,2
gap_f5a46ffc7099e41db7,vol_e4edb523870541,train_images/gap_f5a46ffc7099e41db7.png,train_masks/gap_f5a46ffc7099e41db7_mask.png,128,128,2
gap_062872da8e8ebd18b9,vol_47a13de6fd8f69,train_images/gap_062872da8e8ebd18b9.png,train_masks/gap_062872da8e8ebd18b9_mask.png,128,128,2
gap_c2c1ba6189748d0918,vol_f49d4c16233570,train_images/gap_c2c1ba6189748d0918.png,train_masks/gap_c2c1ba6189748d0918_mask.png,128,128,2
gap_fe486147670843758d,vol_acc3478573c47a,train_images/gap_fe486147670843758d.png,train_masks/gap_fe486147670843758d_mask.png,128,128,2
gap_58d084224eebf503b6,vol_1597aa55748da6,train_images/gap_58d084224eebf503b6.png,train_masks/gap_58d084224eebf503b6_mask.png,128,128,2
gap_e0676a152faf0416a9,vol_77aa82f16f22a1,train_images/gap_e0676a152faf0416a9.png,train_masks/gap_e0676a152faf0416a9_mask.png,128,128,2
gap_6327772df4ec3bdf40,vol_1597aa55748da6,train_images/gap_6327772df4ec3bdf40.png,train_masks/gap_6327772df4ec3bdf40_mask.png,128,128,2
gap_af5582e061676f08c7,vol_df67145908d8e5,train_images/gap_af5582e061676f08c7.png,train_masks/gap_af5582e061676f08c7_mask.png,128,128,2
gap_71b4b7cbbcfbdaa833,vol_228e2671e29326,train_images/gap_71b4b7cbbcfbdaa833.png,train_masks/gap_71b4b7cbbcfbdaa833_mask.png,128,128,2
gap_e680f041e197382b4d,vol_208dbc1a6f30e7,train_images/gap_e680f041e197382b4d.png,train_masks/gap_e680f041e197382b4d_mask.png,128,128,2
gap_fe17aace28f7035670,vol_1a255ee24e8826,train_images/gap_fe17aace28f7035670.png,train_masks/gap_fe17aace28f7035670_mask.png,128,128,2
gap_2f72d03d08ef3f7e2e,vol_098348610cc349,train_images/gap_2f72d03d08ef3f7e2e.png,train_masks/gap_2f72d03d08ef3f7e2e_mask.png,128,128,2
gap_83f9cb7a93f66efb7f,vol_654a3a5ce18fe4,train_images/gap_83f9cb7a93f66efb7f.png,train_masks/gap_83f9cb7a93f66efb7f_mask.png,128,128,2
gap_87a9869124e3bbdd59,vol_654a3a5ce18fe4,train_images/gap_87a9869124e3bbdd59.png,train_masks/gap_87a9869124e3bbdd59_mask.png,128,128,2
gap_ae74b51ab914b49c5c,vol_098348610cc349,train_images/gap_ae74b51ab914b49c5c.png,train_masks/gap_ae74b51ab914b49c5c_mask.png,128,128,2
gap_9a057f62c26d09ba02,vol_e94f442ad07ae7,train_images/gap_9a057f62c26d09ba02.png,train_masks/gap_9a057f62c26d09ba02_mask.png,128,128,2
gap_34a84cc27e343e0b3c,vol_804c999e4daf42,train_images/gap_34a84cc27e343e0b3c.png,train_masks/gap_34a84cc27e343e0b3c_mask.png,128,128,2
gap_10ad3381b0160f5233,vol_208dbc1a6f30e7,train_images/gap_10ad3381b0160f5233.png,train_masks/gap_10ad3381b0160f5233_mask.png,128,128,2
gap_a5192da46e97b8bcec,vol_fb0999f09bcfd8,train_images/gap_a5192da46e97b8bcec.png,train_masks/gap_a5192da46e97b8bcec_mask.png,128,128,2
gap_fe5d9121fddbfe58ef,vol_654a3a5ce18fe4,train_images/gap_fe5d9121fddbfe58ef.png,train_masks/gap_fe5d9121fddbfe58ef_mask.png,128,128,2
gap_0fb1a726b8a412bafb,vol_e4edb523870541,train_images/gap_0fb1a726b8a412bafb.png,train_masks/gap_0fb1a726b8a412bafb_mask.png,128,128,2
gap_29b9a78d0260079165,vol_f49d4c16233570,train_images/gap_29b9a78d0260079165.png,train_masks/gap_29b9a78d0260079165_mask.png,128,128,2
gap_83d20dbc65a79aa790,vol_acc3478573c47a,train_images/gap_83d20dbc65a79aa790.png,train_masks/gap_83d20dbc65a79aa790_mask.png,128,128,2
gap_1aee6c12c2c2c2401e,vol_1597aa55748da6,train_images/gap_1aee6c12c2c2c2401e.png,train_masks/gap_1aee6c12c2c2c2401e_mask.png,128,128,2
gap_8a1c4d5e2df339e782,vol_bf8936cd6d47c7,train_images/gap_8a1c4d5e2df339e782.png,train_masks/gap_8a1c4d5e2df339e782_mask.png,128,128,2
gap_09e7775baebc3b8916,vol_228e2671e29326,train_images/gap_09e7775baebc3b8916.png,train_masks/gap_09e7775baebc3b8916_mask.png,128,128,2
gap_1b0111424cccce525b,vol_582f475d9ae3c1,train_images/gap_1b0111424cccce525b.png,train_masks/gap_1b0111424cccce525b_mask.png,128,128,2
gap_644b20863fa2a0d001,vol_228e2671e29326,train_images/gap_644b20863fa2a0d001.png,train_masks/gap_644b20863fa2a0d001_mask.png,128,128,2
gap_c8e214e86eda31e1f7,vol_33b65bfabfd9b8,train_images/gap_c8e214e86eda31e1f7.png,train_masks/gap_c8e214e86eda31e1f7_mask.png,128,128,2
gap_5debf3407c9ae082f3,vol_654a3a5ce18fe4,train_images/gap_5debf3407c9ae082f3.png,train_masks/gap_5debf3407c9ae082f3_mask.png,128,128,2
gap_4faf02a36fa9d1f2ba,vol_cc15e1b51df496,train_images/gap_4faf02a36fa9d1f2ba.png,train_masks/gap_4faf02a36fa9d1f2ba_mask.png,128,128,2
