case_id,lung_airway,cardiomediastinal,hepatosplenic,renal_adrenal,bowel_pancreas,pelvic_urinary,axial_bone,appendicular_muscle
gap_032e5bc031930a6f27,3629 11 3754 16 3776 6 3786 5 3881 18 3903 26 4007 19 4031 29 4134 12 4160 29 4261 11 4289 29 4388 11 4418 29 4515 11 4546 30 4642 12 4675 30 4769 12 4805 28 4897 11 4934 28 5024 11 5063 27 5151 12 5191 18 5213 6 5279 11 5320 15 5344 3 5406 12 5449 12 5474 1 5533 12 5577 11 5661 12 5706 9 5788 13 5834 8 5916 12 5963 6 6043 13 6091 4 6171 13 6220 2 6298 14 6426 14 6554 14 6682 14 6809 15 6937 15 7065 15 7117 1 7193 16 7244 3 7321 16 7372 3 7449 16 7500 3 7576 18 7628 3 7704 18 7756 3 7832 19 7884 3 7960 20 8012 3 8088 21 8140 3 8216 21 8269 2 8344 22 8472 23 8600 24 8728 24 8782 2 8807 2 8857 23 8908 5 8935 2 8985 23 9034 8 9062 4 9113 23 9161 10 9189 5 9241 22 9288 12 9316 6 9369 22 9416 13 9443 7 9498 17 9516 3 9540 19 9569 9 9626 21 9667 11 9680 11 9695 11 9754 21 9794 6 9802 4 9808 26 9882 28 9922 7 9930 4 9936 25 10011 27 10052 9 10064 25 10139 27 10182 7 10192 25 10268 25 10311 6 10320 24 10396 20 10439 7 10447 25 10525 18 10567 32 10653 18 10695 32 10782 17 10823 31 10910 17 10952 30 11039 16 11080 29 11167 16 11208 29 11296 16 11336 28 11425 16 11464 28 11554 16 11593 26 11682 18 11721 25 11812 16 11850 24 11941 15 11978 23 12070 13 12107 21 12200 9 12236 19 12332 1 12365 16 12494 14 12623 11 12754 6,5044 7 5169 12 5296 14 5423 16 5549 19 5676 20 5803 21 5930 22 6057 22 6185 20 6214 3 6313 20 6342 4 6440 23 6469 6 6568 26 6597 6 6696 14 6713 10 6726 6 6734 1 6824 14 6841 12 6854 6 6952 14 6968 20 7081 12 7095 20 7209 34 7337 34 7466 11 7478 21 7594 11 7607 20 7723 11 7736 19 7852 11 7865 17 7981 22 8005 5 8110 2 8116 8 8133 4 8244 12 8261 3 8372 14 8390 2 8394 2 8500 15 8518 7 8627 27 8756 24 8885 21 9014 18 9142 15 9268 15 9395 15 9521 15 9649 14 9781 8 10418 4 10545 6 10672 8 10800 9 10928 9 11056 9 11184 9 11312 8 11441 6,7126 8 7252 12 7379 14 7507 15 7634 16 7762 17 7890 17 8018 17 8146 18 8274 18 8402 18 8530 18 8659 17 8787 17 8915 17 9044 16 9172 15 9301 13 9430 11 9560 8,,,,2999 9 3029 2 3119 19 3142 5 3148 12 3245 44 3371 46 3498 6 3511 23 3542 3 3625 4 3645 16 3752 2 3879 1 5149 1 5276 2 5403 3 5531 2 5658 3 5785 3 5863 1 5913 3 5991 2 6041 2 6119 2 6169 2 6247 3 6297 1 6376 2 6504 2 6632 2 6760 2 6888 3 7016 3 7145 2 7273 2 7401 2 8214 2 8342 2 8470 2 8598 2 8726 2 8854 3 8982 3 9110 3 9239 2 9367 2 9496 1 10177 3 10304 5 10345 1 10431 6 10472 2 10558 8 10600 2 10685 9 10727 3 10812 10 10855 2 10940 10 10982 3 11068 10 11109 3 11165 1 11196 9 11237 3 11294 1 11324 9 11364 4 11422 1 11452 9 11492 3 11551 1 11581 8 11619 3 11680 1 11710 6 11747 2 11809 1 11835 7 11843 1 11874 3 11938 2 11962 10 12002 2 12067 2 12089 12 12129 2 12195 4 12216 3 12221 9 12256 2 12325 4 12343 3 12351 2 12356 4 12384 1 12454 11 12485 6 12583 9 12614 7 12714 3 12743 1 12747 5 12876 7 13006 10 13136 7,10002 1 10097 2 10130 2 10225 2 10259 2 10352 2 10388 1 10479 2 10605 4 10733 3 10860 3 10988 1 12346 3 12471 7 12482 3 12596 10 12609 5 12723 20 12851 22 12980 9 12993 9 13110 6 13121 9 13250 5
gap_cb846053b7748d7de9,,7362 3 7370 6 7490 6 7497 8 7618 15 7747 14 7875 13 8003 6 8010 5 8133 2,5868 3 5996 4 6040 4 6124 5 6168 11 6252 6 6296 14 6381 5 6424 16 6509 6 6552 16 6637 6 6680 16 6765 7 6808 17 6893 7 6936 17 7021 7 7065 16 7149 7 7193 16 7277 8 7321 16 7405 8 7449 17 7533 8 7576 19 7660 9 7704 19 7788 9 7832 20 7916 9 7961 19 8044 9 8089 18 8172 9 8217 18 8301 7 8346 15 8429 7 8475 4 8481 7 8557 7 8611 4 8686 5 8814 5 8943 3,7641 7 7768 10 7896 11 8025 11 8153 12 8281 13 8408 15 8536 16 8623 3 8663 18 8750 4 8791 19 8878 4 8919 19 9006 4 9047 19 9134 4 9175 19 9263 3 9303 19 9392 2 9431 19 9559 18 9687 3 9693 12 9815 2 9823 8 9897 2 9952 6 10030 3,3776 4 3903 7 4031 9 4150 3 4159 11 4171 7 4275 7 4287 26 4400 11 4415 28 4527 13 4542 30 4655 13 4670 31 4782 14 4798 37 4894 4 4901 23 4926 39 5020 32 5056 38 5146 34 5185 38 5273 35 5313 41 5400 35 5441 42 5528 34 5569 16 5589 23 5655 34 5697 14 5721 19 5783 31 5826 12 5849 19 5911 30 5955 11 5977 19 6038 2 6044 12 6058 11 6084 11 6104 20 6166 2 6179 5 6186 11 6212 2 6221 2 6231 21 6294 2 6310 2 6314 10 6329 4 6349 2 6357 24 6423 1 6442 10 6457 5 6477 3 6484 25 6551 1 6570 9 6583 7 6596 1 6611 26 6679 1 6696 11 6709 9 6721 11 6739 26 6806 2 6825 9 6837 24 6867 5 6874 19 6933 3 6954 7 6965 26 6996 2 7003 18 7061 4 7083 4 7093 27 7131 18 7187 6 7222 16 7240 8 7261 16 7314 7 7351 11 7376 1 7394 11 7442 7 7524 9 7569 7 7654 6 7698 6 7723 1 7783 5 7826 6 7852 1 7912 4 7954 7 7980 2 8041 3 8088 1 8107 3 8171 1 8235 4 8345 1 8361 5 8474 1 8488 5 8615 2,,8385 10 8511 13 8639 14 8766 15 8894 15 9022 15 9150 15 9278 15 9407 14 9535 13 9663 13 9791 12 9917 14 10045 15 10173 16 10301 16 10430 15 10561 11 10691 5 10819 3 10948 2 11076 2 11203 3 11331 3 11459 3 11587 2 11715 2,8244 3 8371 8 8402 2 8497 11 8528 6 8626 10 8656 6 8754 10 8783 8 8882 10 8911 8 9010 10 9039 8 9138 10 9166 9 9266 10 9294 9 9394 10 9422 9 9522 10 9550 9 9650 9 9678 9 9778 7 9806 9 9905 5 9934 9 10033 3 10063 7 10162 1 10549 6 10676 10 10702 9 10802 15 10825 15 10929 17 10952 16 11056 18 11079 18 11184 18 11207 18 11311 19 11334 19 11440 18 11462 19 11568 18 11590 19 11697 17 11718 18 11826 16 11846 17 11955 14 11974 16 12086 9 12103 13 12217 5 12232 9
gap_d34b5de2dd7db15056,,7996 3 8001 2 8123 8 8252 7 8264 1 8380 4 8392 2 8508 3 8520 2 8636 1,7763 4 7892 4 8022 3 8150 3 8279 2 8407 2 8535 3 8663 2 8790 2,,5307 14 5426 28 5553 33 5680 36 5807 42 5930 49 6057 51 6184 52 6311 54 6438 58 6566 60 6693 62 6821 34 6858 25 6948 19 6969 6 6978 4 6986 25 7075 18 7098 3 7106 5 7113 26 7203 18 7234 33 7331 19 7359 1 7361 34 7459 20 7487 36 7587 20 7616 14 7631 20 7717 19 7744 10 7767 12 7847 14 7872 7 7896 10 7979 6 8000 1 8003 2 8025 9 8107 4 8131 1 8153 7 8235 3 8281 2 8409 1,,8384 3 8511 9 8637 11 8765 11 8894 10 9022 10 9150 10 9277 12 9403 18 9528 23 9652 1 9655 25 9780 28 9912 21 10042 2 10047 12 10176 7 10305 4 10434 3 10563 2 10691 2 10819 2,5994 2 6122 3 6250 4 6380 1 6549 3 6641 1 6677 3 6769 3 6804 3 6897 3 6932 2 7026 1 7568 2 7585 1 7695 3 7712 3 7760 3 7823 3 7840 4 7861 4 7885 7 7952 1 7968 4 7985 9 8012 10 8096 5 8111 11 8140 10 8225 5 8238 12 8268 11 8291 2 8354 6 8364 14 8397 10 8418 3 8483 6 8492 13 8525 10 8544 5 8610 8 8620 9 8659 4 8671 5 8738 18 8788 2 8792 1 8797 7 8866 18 8918 1 8923 8 8994 18 9049 10 9122 17 9176 11 9251 14 9303 12 9379 15 9430 13 9508 15 9557 13 9637 15 9684 13 9766 14 9811 13 9896 13 9939 11 10026 11 10062 3 10066 9 10155 11 10168 4 10188 12 10288 15 10312 15 10418 14 10439 14 10546 15 10566 14 10675 15 10693 12 10805 13 10821 11 10936 10 10949 11 11066 8 11078 8 11196 5 11208 3
gap_74a515cb8a2c591a5c,,7619 3 7747 4 7875 4 8004 2,5699 7 5823 2 5827 9 5838 5 5951 3 5957 15 6085 17 6215 16 6344 16 6473 16 6602 16 6730 16 6858 17 6987 17 7115 17 7244 17 7375 14 7504 14 7632 15 7758 17 7885 19 8013 19 8141 19 8270 19 8398 19 8527 18 8654 19 8783 18 8912 17 9041 15 9169 15 9300 12 9429 10 9557 9 9686 7 9816 3 9944 2,8782 1 8877 6 8910 2 9004 11 9038 3 9131 11 9167 2 9259 5 9267 2 9387 5 9515 4 9550 3 9643 5 9653 3 9678 4 9685 1 9771 6 9780 4 9806 5 9813 3 9899 13 9935 9 10028 11 10065 8 10157 8 10196 3,5681 8 5806 11 5933 13 6060 15 6078 6 6188 27 6315 29 6443 30 6570 32 6696 34 6824 34 6952 6 6959 28 7080 6 7087 28 7208 36 7336 35 7464 25 7490 5 7592 25 7622 1 7719 26 7847 26 7881 3 7974 26 8008 5 8101 27 8137 2 8228 27 8356 23 8483 23 8611 23 8739 5 8745 9 8756 5 8867 4 8874 3 8885 3 8995 4 9002 2 9124 3 9253 2 9382 1,,8515 2 8642 6 8767 10 8894 11 9022 11 9151 9 9279 9 9408 7 9536 7 9664 7 9792 7 9920 7 10049 6 10178 4 10307 2 10435 1 10563 1 10691 2 10819 2 10947 2,7026 3 7153 5 7280 4 7408 5 7536 6 7664 6 7791 7 7918 8 8046 9 8174 8 8303 3 8332 1 8431 2 8458 5 8585 6 8713 7 8841 7 8970 8 9098 9 9227 8 9355 8 9403 2 9484 7 9531 2 9612 7 9659 2 10170 5 10184 6 10296 9 10311 10 10421 13 10438 13 10547 15 10565 16 10675 15 10693 16 10803 15 10822 14 10932 14 10950 13 11061 12 11079 11 11191 9
gap_5df57ac0568c3bee18,,7891 3 7982 2 8019 3 8110 3 8146 4 8238 3 8267 4 8273 5 8366 4 8394 6 8401 4 8494 4 8522 6 8529 4 8622 4 8629 3 8650 6 8659 1 8750 3 8756 4 8778 5 8884 5 8906 6 9011 7 9034 6 9140 7 9162 6 9269 6 9291 5 9397 6 9421 2 9526 4,,,3518 8 3645 10 3657 5 3760 4 3772 19 3793 2 3887 5 3899 21 3921 7 4015 3 4027 10 4040 8 4051 8 4155 9 4169 8 4183 5 4279 11 4297 9 4403 10 4426 8 4528 13 4555 8 4655 14 4683 8 4703 2 4782 15 4810 9 4832 1 4909 16 4938 9 5023 4 5037 15 5066 10 5151 5 5166 7 5194 12 5278 11 5295 3 5322 13 5343 3 5406 13 5450 13 5470 5 5534 13 5579 1 5583 8 5593 3 5597 6 5661 14 5714 4 5721 4 5726 4 5790 13 5849 3 5918 13 6049 10 6178 9 6307 8 6436 7 6488 1 6565 5 6586 3 6615 3 6694 2 6714 3 6743 3 6841 5 6871 3 6968 7 6999 2 7096 7 7224 7 7353 6 7481 5 7754 2 7881 4 8009 4 8138 4 8266 1,,9411 5 9538 7 9665 9 9789 15 9809 3 9903 1 9907 7 9915 26 10029 40 10157 40 10287 37 10416 36 10544 36 10672 35 10801 31 10930 30 11059 28 11187 28 11315 27 11443 1 11445 4 11450 20 11574 1 11578 14 11594 2 11706 3 11710 5 11717 1,5861 3 5987 5 6114 6 6242 6 6369 7 6426 3 6496 9 6554 3 6624 10 6682 4 6751 11 6809 6 6879 13 6936 8 7007 15 7064 9 7134 16 7191 11 7262 17 7317 13 7390 18 7444 15 7518 19 7571 16 7646 19 7698 17 7773 21 7826 17 7901 22 7953 19 8022 1 8028 23 8081 21 8150 1 8154 25 8210 21 8237 1 8278 1 8281 26 8338 22 8364 2 8405 30 8466 23 8492 2 8533 30 8594 28 8661 29 8722 28 8789 28 8850 27 8917 28 8978 28 9044 28 9106 28 9171 29 9234 28 9299 28 9362 29 9428 26 9491 27 9559 22 9620 26 9686 21 9749 24 9814 20 9878 23 9941 20 10007 22 10069 19 10137 20 10197 18 10266 20 10324 19 10396 18 10452 19 10525 18 10580 18 10654 18 10707 19 10782 19 10835 18 10911 18 10962 18 11040 18 11088 19 11168 18 11216 18 11297 18 11344 17 11426 17 11471 17 11555 16 11599 16 11685 19 11723 18 11814 21 11846 18 11944 2 11947 19 11971 20 12076 35 12112 7 12206 33 12240 5 12336 3 12340 12 12356 10 12471 6
gap_04666075328e55a6b9,10338 2 10463 4 10589 5 10716 5 10845 2,6345 1 6348 1 6470 10 6597 11 6725 10 6853 8 6981 7 7104 1 7110 7 7231 4 7238 7 7358 6 7366 7 7485 8 7495 6 7610 1 7613 8 7623 6 7736 3 7741 8 7751 6 7863 4 7870 7 7880 5 7991 4 7998 6 8010 3 8118 5 8129 1 8139 1 8247 4 8376 2,3412 4 3538 7 3662 12 3767 7 3788 14 3893 38 4019 44 4145 48 4272 51 4400 52 4528 53 4656 54 4784 54 4913 54 5042 53 5172 52 5301 52 5430 52 5559 51 5688 51 5816 51 5945 50 6077 13 6092 31 6208 9 6221 30 6340 5 6349 31 6469 1 6480 29 6608 29 6735 30 6861 32 6988 33 7117 32 7245 33 7373 33 7501 32 7579 4 7629 33 7706 7 7757 33 7834 9 7885 32 7962 13 8013 32 8090 15 8140 33 8218 18 8268 33 8347 19 8396 33 8475 22 8524 33 8603 23 8652 32 8732 22 8780 31 8860 23 8908 31 8988 23 9036 31 9117 23 9164 30 9245 23 9292 29 9374 21 9420 29 9502 20 9549 27 9631 18 9677 26 9760 16 9805 25 9889 14 9933 24 10018 12 10062 22 10147 10 10191 20 10277 6 10321 16 10451 12 10583 5,,4395 1 4521 4 4647 6 4773 8 4900 10 4912 1 5027 11 5041 1 5155 12 5169 3 5282 13 5298 3 5409 14 5426 4 5537 14 5554 5 5664 16 5682 6 5791 17 5810 6 5919 17 5938 7 6047 17 6066 7 6174 18 6194 7 6302 17 6322 8 6430 16 6450 9 6557 15 6578 9 6685 14 6705 11 6813 14 6833 11 6941 14 6961 11 7070 13 7088 11 7200 11 7215 12 7333 5 7343 12 7464 1 7470 13 7598 12 7726 10 7854 9 7982 9 8110 8 8239 8 8369 7,,2219 2 2347 2 2658 1 2786 2 3251 6 3377 8 3411 1 3504 7 3630 6 3758 2 4511 3 4582 3 4638 3 4710 4 4765 4 4838 4 4893 3 4967 3 5740 1 5785 2 5867 3 5912 3 5995 3 6040 3 6124 2 6169 1 7063 2 7191 2 7278 2 7319 2 7406 2 7447 2 7533 3 7662 2 7790 1 8256 5 8382 9 8509 10 8636 12 8764 13 8891 14 8985 2 9019 14 9113 2 9147 14 9242 2 9275 14 9323 1 9371 1 9403 15 9450 2 9532 13 9578 1 9660 13 9790 10 9919 7 10047 6 10174 7 10301 10 10420 2 10429 10 10532 4 10558 8 10572 2 10661 4 10688 3 10791 2 10816 3 10945 1 10971 2 11073 1 11098 3 11201 1 11329 1 11456 3 11585 1,10552 3 10675 11 10696 4 10797 18 10821 10 10924 20 10947 15 11051 21 11075 18 11179 21 11203 20 11307 20 11331 21 11436 19 11459 21 11566 16 11588 19 11697 12 11717 16 11829 4 11846 12
gap_a3e3b1d28e503cf096,,7635 4 7729 1 7763 5 7856 4 7891 5 7984 5 8019 5 8112 6 8147 3 8240 6 8369 5 8497 4 8627 1,,,4670 9 4792 19 4818 4 4913 39 5040 41 5166 44 5293 47 5418 53 5544 32 5586 14 5671 32 5716 13 5798 33 5847 10 5926 33 5973 12 6054 33 6100 13 6181 34 6218 3 6226 15 6310 28 6341 2 6345 24 6438 28 6473 23 6566 28 6602 21 6695 27 6731 19 6823 27 6859 17 6952 26 6988 13 7081 25 7116 12 7212 23 7244 10 7342 5 7349 15 7371 9 7478 15 7499 9 7606 7 7614 8 7627 8 7735 5 7743 7 7755 8 7865 3 7871 8 7881 10 7994 2 8000 7 8008 11 8122 3 8129 18 8249 5 8258 17 8377 6 8386 17 8505 6 8514 17 8633 8 8642 18 8760 28 8888 29 9015 30 9143 30 9272 29 9400 29 9528 29 9656 28 9784 27 9913 25 10041 25 10171 22 10301 18 10429 17 10557 16 10685 15 10813 14 10941 14 11070 13 11199 12 11328 10 11460 4,,11721 2 11842 15 11963 4 11969 16 12090 19 12218 18 12351 13 12480 11 12609 9 12739 5 12869 1,5991 1 5995 2 6118 2 6122 4 6245 3 6249 7 6372 13 6433 2 6500 13 6560 3 6627 14 6681 4 6688 4 6755 15 6808 6 6815 6 6881 17 6935 7 6943 6 7006 20 7063 7 7071 10 7129 25 7190 8 7199 10 7256 27 7318 8 7327 13 7384 27 7445 9 7455 15 7512 27 7573 26 7639 28 7701 27 7768 26 7829 27 7896 26 7957 27 8024 25 8086 26 8153 24 8214 26 8284 20 8342 25 8411 21 8471 21 8539 21 8599 22 8666 22 8727 23 8794 21 8855 24 8921 22 8983 25 9049 22 9110 26 9177 22 9238 27 9305 22 9367 27 9433 22 9495 27 9561 22 9623 28 9689 6 9696 15 9751 28 9817 6 9824 15 9880 17 9898 10 9945 6 9952 15 10008 17 10027 9 10072 6 10080 15 10136 11 10148 5 10155 10 10200 6 10209 14 10265 11 10284 9 10329 4 10338 13 10393 13 10412 8 10457 3 10466 12 10522 13 10541 7 10593 12 10651 13 10671 4 10718 14 10780 13 10801 1 10845 13 10909 14 10972 12 11038 14 11100 9 11167 14 11227 8 11297 13 11355 7 11427 12 11557 12 11687 11 11817 10 11946 10 12075 9 12205 4 12494 1
gap_edbc19e60caa49519b,4680 14 4808 17 4937 20 5067 21 5196 21 5325 21 5454 21 5583 22 5712 22 5793 2 5841 22 5920 4 5969 23 6047 5 6098 22 6174 6 6226 23 6301 7 6354 23 6428 8 6482 24 6555 9 6610 24 6682 10 6738 25 6809 11 6865 26 6937 11 6993 26 7064 13 7120 27 7192 13 7248 27 7320 14 7376 27 7448 14 7503 28 7576 15 7631 28 7704 15 7758 29 7832 16 7885 31 7960 17 8011 33 8088 18 8137 35 8216 19 8263 37 8343 21 8389 39 8471 22 8516 40 8599 24 8643 41 8727 26 8771 41 8855 28 8899 41 8983 29 9027 41 9111 29 9155 41 9239 29 9284 40 9367 29 9413 38 9495 29 9542 37 9623 29 9672 35 9751 30 9801 34 9880 29 9929 34 10008 29 10058 32 10136 30 10186 32 10264 30 10314 32 10393 29 10442 31 10521 29 10570 31 10649 29 10699 30 10778 28 10827 29 10906 28 10955 28 11035 27 11084 26 11164 25 11213 24 11293 23 11342 22 11422 21 11471 20 11552 18 11600 17 11685 12 11729 14 11815 9 11858 11 11945 5 11989 4,5050 10 5176 14 5300 19 5420 28 5546 30 5672 31 5799 32 5926 33 5964 4 6054 34 6089 8 6182 44 6310 44 6437 18 6456 26 6566 44 6693 44 6822 43 6950 43 7078 23 7103 17 7206 23 7232 16 7334 23 7360 15 7463 23 7487 16 7591 39 7720 37 7849 22 7873 11 7978 17 8007 4 8107 14 8236 10 8365 7 8495 4 8760 6 8887 8 9014 9 9141 10 9268 11 9396 11 9524 10 9653 9 9781 8 9910 5,,,,,4040 3 4155 3 4166 9 4276 14 4294 15 4401 17 4424 4 4431 10 4524 13 4561 11 4650 9 4661 1 4696 6 4777 8 4826 4 4902 9 5028 5 5154 5 5281 4 5409 3 5536 2 5663 1 5735 1 5863 2 5992 2 6120 3 6249 2 6377 3 6506 2 6552 2 6634 2 6679 3 6763 1 6806 3 6891 1 6934 3 7061 3 7189 3 7317 3 7445 2 7573 2 7701 2 8300 2 8428 2 8556 2 8597 1 8684 2 8724 3 8812 2 8852 3 8940 2 8980 3 9068 2 9108 3 9196 2 9236 3 9324 2 9364 3 9452 1 9493 2 9580 1 9621 2 9664 6 9708 1 9789 11 9915 13 10042 15 10170 15 10298 15 10426 15 10554 14 10682 14 10729 1 10811 12 10856 2 10904 2 10940 11 10983 3 11032 3 11068 9 11110 3 11161 3 11197 7 11238 3 11289 3 11326 8 11365 3 11418 3 11451 12 11492 3 11547 2 11579 12 11619 3 11707 12 11747 1 11837 7 11967 4 12096 2 12113 5 12202 5 12242 5 12328 6 12456 5 12609 1 12737 2,11957 1 11962 4 11972 5 12083 12 12100 11 12210 14 12227 13 12337 15 12355 14 12464 16 12483 15 12592 16 12612 14 12720 15 12740 14 12850 4 12871 3
gap_dc6d21fe4251dc7c5d,3503 7 3628 20 3753 46 3879 21 3902 28 4005 22 4031 31 4132 21 4160 32 4258 20 4290 32 4385 20 4420 31 4512 20 4551 29 4639 20 4681 27 4767 19 4812 25 4894 19 4941 25 5021 19 5069 25 5149 19 5198 25 5276 19 5327 25 5404 19 5455 25 5531 19 5584 24 5659 19 5712 24 5786 20 5840 24 5914 20 5968 25 6042 20 6096 25 6170 19 6224 25 6298 19 6352 25 6426 20 6480 25 6554 20 6607 27 6683 19 6735 27 6810 20 6863 26 6938 20 6991 26 7067 20 7118 27 7195 20 7245 28 7324 20 7372 29 7452 21 7500 29 7580 21 7628 28 7709 21 7756 28 7837 22 7885 27 7965 23 8013 28 8093 23 8142 27 8221 22 8273 5 8279 17 8349 21 8402 22 8477 20 8530 3 8534 18 8605 20 8645 5 8658 3 8662 18 8734 19 8773 8 8787 1 8790 17 8862 21 8902 12 8916 19 8991 21 9031 11 9044 19 9119 22 9160 10 9171 20 9248 21 9289 29 9376 21 9417 29 9505 22 9545 29 9633 24 9673 28 9762 25 9802 27 9891 24 9930 26 10019 24 10058 25 10148 23 10186 25 10276 23 10314 24 10405 21 10443 23 10534 20 10571 22 10663 18 10699 21 10792 16 10828 19 10921 14 10957 17 11051 9 11086 15 11216 11 11347 6,4534 6 4661 9 4788 11 4805 5 4915 12 4933 6 5043 12 5061 7 5170 12 5189 8 5298 11 5316 10 5426 10 5444 11 5554 14 5572 11 5682 17 5700 11 5810 30 5938 30 6067 29 6196 2 6200 13 6214 9 6328 13 6342 9 6455 14 6470 9 6583 13 6598 9 6712 12 6726 8 6840 21 6968 16 7093 20 7220 22 7347 24 7475 24 7603 24 7731 24 7860 24 7989 24 8118 24 8248 23 8370 3 8379 21 8497 4 8510 5 8522 7 8626 3 8631 5 8652 5 8758 7 8782 1 8886 8 9013 9 9141 9 9269 9 9398 7 9527 5,,,,,3134 2 3261 12 3389 12 3518 11 3652 3 4129 1 4966 2 5094 3 5223 2 5352 1 5402 1 5529 2 5657 2 5785 1 6249 2 6377 2 6425 1 6505 2 6552 2 6634 1 6680 3 6808 2 6936 2 7529 1 7656 3 7784 3 7835 2 7912 3 7963 2 8041 1 8091 2 8169 1 8219 2 8347 2 8476 1 9026 3 9152 6 9279 8 9406 10 9534 10 9662 10 9789 11 9829 1 9889 1 9917 12 9956 2 10017 2 10045 12 10083 2 10145 3 10175 10 10211 2 10274 2 10304 6 10338 2 10402 3 10432 6 10466 2 10531 3 10558 8 10593 2 10660 2 10685 11 10721 1 10788 3 10813 12 10848 1 10917 2 10941 12 10975 2 11072 6 11102 2 11201 3 11330 1,9238 1 9365 3 9494 3 9622 4 9751 4 9880 3 10009 3 10138 3 10218 2 10268 3 10345 2 10398 2 11067 4 11193 7 11205 6 11319 10 11332 8 11446 11 11460 9 11574 11 11588 11 11703 10 11716 11 11834 4 11845 9
gap_5291e53be54abab4f4,5291 1 5321 11 5414 13 5447 15 5540 17 5574 18 5667 18 5702 19 5794 19 5831 20 5921 20 5959 20 6047 22 6088 20 6173 24 6216 21 6300 24 6344 23 6426 26 6471 25 6552 28 6595 30 6679 30 6723 32 6806 31 6850 34 6933 32 6978 35 7060 33 7102 2 7106 36 7188 32 7229 42 7315 33 7357 43 7443 32 7484 44 7571 32 7613 44 7699 31 7741 44 7826 32 7870 43 7954 32 7998 43 8082 32 8128 41 8210 31 8256 41 8338 31 8384 41 8466 31 8513 40 8595 31 8642 39 8723 31 8771 38 8852 30 8899 38 8980 31 9028 37 9108 32 9157 36 9237 32 9285 36 9365 34 9414 35 9494 37 9542 34 9623 36 9671 33 9751 36 9799 32 9880 35 9927 32 10009 33 10056 30 10137 33 10184 29 10266 31 10312 29 10395 30 10441 27 10524 29 10569 27 10653 27 10698 25 10782 26 10826 24 10911 24 10955 22 11040 22 11084 20 11170 19 11214 16 11299 17 11343 14 11429 13 11473 10 11560 7 11604 4,5436 4 5562 8 5690 9 5818 10 5946 13 6074 13 6201 15 6329 6 6339 4 6456 7 6583 8 6711 7 6838 4 6966 4 7094 4 7223 2 7349 3 7476 5 7603 7 7731 8 7858 9 7986 9 8114 9 8242 9 8370 9 8498 10 8626 9 8754 9 8883 8 9011 8 9140 7 9269 4,,,,,4278 13 4404 8 4414 8 4528 7 4545 7 4652 9 4674 7 4779 35 4906 15 4926 18 5033 13 5057 16 5160 12 5191 2 5196 3 5664 2 5722 1 5791 2 5851 2 5918 2 5980 2 6045 2 6108 3 6238 2 6367 2 6496 1 6677 1 6803 2 6931 2 7058 2 7186 1 7314 1 7529 1 7657 2 7785 2 7825 1 7913 2 7952 2 8041 2 8080 2 8169 2 8208 2 8298 1 8336 2 8464 2 8593 1 9022 5 9150 5 9235 1 9277 7 9363 2 9405 8 9491 3 9532 10 9577 2 9620 2 9660 10 9704 3 9748 3 9788 10 9831 3 9877 2 9915 12 9959 3 10006 1 10043 12 10087 2 10171 12 10299 11 10428 9 10557 7 10686 6 10724 2 10811 12 10850 4 10939 12 10977 4 11037 2 11067 12 11104 4 11166 2 11191 2 11195 12 11232 3 11294 4 11318 4 11325 7 11359 3 11423 5 11444 6 11455 4 11464 1 11468 2 11553 6 11569 5 11583 3 11593 1 11597 5 11682 19 11712 2 11726 7 11812 15 11840 1 11856 9 11946 5,9611 4 9739 5 9840 4 9867 5 9967 5 9997 4 10094 6 10128 2 10222 2 10257 2 10349 1 10386 1 10477 1 10514 2 10604 1 10643 2 10731 2 10771 2 10859 2 10900 2 10986 3 11028 3 11113 3 11157 3 11240 3 11286 3 11367 3 11415 3 11451 3 11460 3 11494 3 11545 2 11577 5 11587 6 11621 3 11704 7 11715 7 11747 4 11805 3 11831 8 11842 9 11874 3 11934 3 11957 10 11970 10 12000 2 12084 11 12098 11 12126 3 12212 11 12227 9 12252 4 12342 7 12356 6 12381 3
